arm,template_id,amplitude,family,reducer,combiner,full32_power,first16_minus_full32,interpretation
paired300,O_PLANAR,8.0,FROZEN_MES_10,LOO_ECDF_MIDRANK_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.9503125,0.009062499999999973,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,MIX_AXIAL,0.25,FROZEN_MES_10,LOO_ECDF_MIDRANK_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.03375,-0.0031250000000000028,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,MIX_AXIAL,0.5,FROZEN_MES_10,LOO_ECDF_MIDRANK_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.0475,-0.0006250000000000006,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,MIX_AXIAL,1.0,FROZEN_MES_10,LOO_ECDF_MIDRANK_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.090625,-0.006874999999999992,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,MIX_AXIAL,2.0,FROZEN_MES_10,LOO_ECDF_MIDRANK_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.453125,-0.009375000000000022,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,MIX_AXIAL,4.0,FROZEN_MES_10,LOO_ECDF_MIDRANK_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.9303125,-0.00031249999999993783,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,MIX_AXIAL,8.0,FROZEN_MES_10,LOO_ECDF_MIDRANK_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.9996875,0.00031250000000004885,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,MIX_PLANAR,0.25,FROZEN_MES_10,LOO_ECDF_MIDRANK_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.0315625,0.004062499999999997,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,MIX_PLANAR,0.5,FROZEN_MES_10,LOO_ECDF_MIDRANK_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.0478125,0.003437499999999996,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,MIX_PLANAR,1.0,FROZEN_MES_10,LOO_ECDF_MIDRANK_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.0778125,0.0009374999999999939,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,MIX_PLANAR,2.0,FROZEN_MES_10,LOO_ECDF_MIDRANK_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.410625,0.00187499999999996,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,MIX_PLANAR,4.0,FROZEN_MES_10,LOO_ECDF_MIDRANK_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.8721875,-0.0015625000000000222,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,MIX_PLANAR,8.0,FROZEN_MES_10,LOO_ECDF_MIDRANK_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.9928125,-0.0009375000000000355,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,MIX_GENERIC,0.25,FROZEN_MES_10,LOO_ECDF_MIDRANK_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.0296875,0.003437500000000003,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,MIX_GENERIC,0.5,FROZEN_MES_10,LOO_ECDF_MIDRANK_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.0475,-0.0012500000000000011,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,MIX_GENERIC,1.0,FROZEN_MES_10,LOO_ECDF_MIDRANK_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.08125,0.006874999999999992,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,MIX_GENERIC,2.0,FROZEN_MES_10,LOO_ECDF_MIDRANK_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.28,0.0,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,MIX_GENERIC,4.0,FROZEN_MES_10,LOO_ECDF_MIDRANK_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.2684375,-0.0078125,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,MIX_GENERIC,8.0,FROZEN_MES_10,LOO_ECDF_MIDRANK_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.19625,-0.02125000000000002,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,Q_AXIAL,0.25,FROZEN_FRAME_FREE_IRREP_8,LEGACY_ABSOLUTE_MEDIAN_V1,MIN_LOCAL_P_V1,0.0465625,-0.0028125000000000025,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,Q_AXIAL,0.5,FROZEN_FRAME_FREE_IRREP_8,LEGACY_ABSOLUTE_MEDIAN_V1,MIN_LOCAL_P_V1,0.0478125,0.003437499999999996,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,Q_AXIAL,1.0,FROZEN_FRAME_FREE_IRREP_8,LEGACY_ABSOLUTE_MEDIAN_V1,MIN_LOCAL_P_V1,0.11875,0.005625000000000005,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,Q_AXIAL,2.0,FROZEN_FRAME_FREE_IRREP_8,LEGACY_ABSOLUTE_MEDIAN_V1,MIN_LOCAL_P_V1,0.908125,0.0025000000000000577,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,Q_AXIAL,4.0,FROZEN_FRAME_FREE_IRREP_8,LEGACY_ABSOLUTE_MEDIAN_V1,MIN_LOCAL_P_V1,1.0,0.0,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,Q_AXIAL,8.0,FROZEN_FRAME_FREE_IRREP_8,LEGACY_ABSOLUTE_MEDIAN_V1,MIN_LOCAL_P_V1,1.0,0.0,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,O_PLANAR,0.25,FROZEN_FRAME_FREE_IRREP_8,LEGACY_ABSOLUTE_MEDIAN_V1,MIN_LOCAL_P_V1,0.060625,-0.0012500000000000011,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,O_PLANAR,0.5,FROZEN_FRAME_FREE_IRREP_8,LEGACY_ABSOLUTE_MEDIAN_V1,MIN_LOCAL_P_V1,0.1246875,0.0059374999999999845,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,O_PLANAR,1.0,FROZEN_FRAME_FREE_IRREP_8,LEGACY_ABSOLUTE_MEDIAN_V1,MIN_LOCAL_P_V1,0.64375,-0.007500000000000062,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,O_PLANAR,2.0,FROZEN_FRAME_FREE_IRREP_8,LEGACY_ABSOLUTE_MEDIAN_V1,MIN_LOCAL_P_V1,1.0,0.0,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,O_PLANAR,4.0,FROZEN_FRAME_FREE_IRREP_8,LEGACY_ABSOLUTE_MEDIAN_V1,MIN_LOCAL_P_V1,1.0,0.0,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,O_PLANAR,8.0,FROZEN_FRAME_FREE_IRREP_8,LEGACY_ABSOLUTE_MEDIAN_V1,MIN_LOCAL_P_V1,1.0,0.0,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,MIX_AXIAL,0.25,FROZEN_FRAME_FREE_IRREP_8,LEGACY_ABSOLUTE_MEDIAN_V1,MIN_LOCAL_P_V1,0.0453125,-0.0028124999999999956,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,MIX_AXIAL,0.5,FROZEN_FRAME_FREE_IRREP_8,LEGACY_ABSOLUTE_MEDIAN_V1,MIN_LOCAL_P_V1,0.0878125,-0.004062499999999997,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,MIX_AXIAL,1.0,FROZEN_FRAME_FREE_IRREP_8,LEGACY_ABSOLUTE_MEDIAN_V1,MIN_LOCAL_P_V1,0.3128125,-0.006562499999999971,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,MIX_AXIAL,2.0,FROZEN_FRAME_FREE_IRREP_8,LEGACY_ABSOLUTE_MEDIAN_V1,MIN_LOCAL_P_V1,0.9859375,-0.0009375000000000355,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,MIX_AXIAL,4.0,FROZEN_FRAME_FREE_IRREP_8,LEGACY_ABSOLUTE_MEDIAN_V1,MIN_LOCAL_P_V1,1.0,0.0,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,MIX_AXIAL,8.0,FROZEN_FRAME_FREE_IRREP_8,LEGACY_ABSOLUTE_MEDIAN_V1,MIN_LOCAL_P_V1,1.0,0.0,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,MIX_PLANAR,0.25,FROZEN_FRAME_FREE_IRREP_8,LEGACY_ABSOLUTE_MEDIAN_V1,MIN_LOCAL_P_V1,0.044375,-0.0049999999999999975,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,MIX_PLANAR,0.5,FROZEN_FRAME_FREE_IRREP_8,LEGACY_ABSOLUTE_MEDIAN_V1,MIN_LOCAL_P_V1,0.080625,0.0037500000000000033,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,MIX_PLANAR,1.0,FROZEN_FRAME_FREE_IRREP_8,LEGACY_ABSOLUTE_MEDIAN_V1,MIN_LOCAL_P_V1,0.3103125,-0.0028124999999999956,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,MIX_PLANAR,2.0,FROZEN_FRAME_FREE_IRREP_8,LEGACY_ABSOLUTE_MEDIAN_V1,MIN_LOCAL_P_V1,0.9825,-0.001875000000000071,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,MIX_PLANAR,4.0,FROZEN_FRAME_FREE_IRREP_8,LEGACY_ABSOLUTE_MEDIAN_V1,MIN_LOCAL_P_V1,1.0,0.0,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,MIX_PLANAR,8.0,FROZEN_FRAME_FREE_IRREP_8,LEGACY_ABSOLUTE_MEDIAN_V1,MIN_LOCAL_P_V1,1.0,0.0,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,MIX_GENERIC,0.25,FROZEN_FRAME_FREE_IRREP_8,LEGACY_ABSOLUTE_MEDIAN_V1,MIN_LOCAL_P_V1,0.04625,0.0018750000000000017,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,MIX_GENERIC,0.5,FROZEN_FRAME_FREE_IRREP_8,LEGACY_ABSOLUTE_MEDIAN_V1,MIN_LOCAL_P_V1,0.0765625,-0.0015625000000000083,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,MIX_GENERIC,1.0,FROZEN_FRAME_FREE_IRREP_8,LEGACY_ABSOLUTE_MEDIAN_V1,MIN_LOCAL_P_V1,0.2903125,0.00031250000000004885,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,MIX_GENERIC,2.0,FROZEN_FRAME_FREE_IRREP_8,LEGACY_ABSOLUTE_MEDIAN_V1,MIN_LOCAL_P_V1,0.9784375,0.0028124999999999956,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,MIX_GENERIC,4.0,FROZEN_FRAME_FREE_IRREP_8,LEGACY_ABSOLUTE_MEDIAN_V1,MIN_LOCAL_P_V1,1.0,0.0,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,MIX_GENERIC,8.0,FROZEN_FRAME_FREE_IRREP_8,LEGACY_ABSOLUTE_MEDIAN_V1,MIN_LOCAL_P_V1,1.0,0.0,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,Q_AXIAL,0.25,FROZEN_FRAME_FREE_IRREP_8,LEGACY_ABSOLUTE_MEDIAN_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.0703125,0.00031249999999999334,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,Q_AXIAL,0.5,FROZEN_FRAME_FREE_IRREP_8,LEGACY_ABSOLUTE_MEDIAN_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.0715625,0.0009374999999999939,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,Q_AXIAL,1.0,FROZEN_FRAME_FREE_IRREP_8,LEGACY_ABSOLUTE_MEDIAN_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.1309375,-0.007187500000000013,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,Q_AXIAL,2.0,FROZEN_FRAME_FREE_IRREP_8,LEGACY_ABSOLUTE_MEDIAN_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.265625,-0.00687500000000002,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,Q_AXIAL,4.0,FROZEN_FRAME_FREE_IRREP_8,LEGACY_ABSOLUTE_MEDIAN_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.3125,-0.0025000000000000022,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,Q_AXIAL,8.0,FROZEN_FRAME_FREE_IRREP_8,LEGACY_ABSOLUTE_MEDIAN_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.333125,0.0025000000000000022,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,O_PLANAR,0.25,FROZEN_FRAME_FREE_IRREP_8,LEGACY_ABSOLUTE_MEDIAN_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.0628125,-0.003437499999999996,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,O_PLANAR,0.5,FROZEN_FRAME_FREE_IRREP_8,LEGACY_ABSOLUTE_MEDIAN_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.09625,0.0018750000000000017,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,O_PLANAR,1.0,FROZEN_FRAME_FREE_IRREP_8,LEGACY_ABSOLUTE_MEDIAN_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.2128125,0.018437500000000023,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,O_PLANAR,2.0,FROZEN_FRAME_FREE_IRREP_8,LEGACY_ABSOLUTE_MEDIAN_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.290625,0.014999999999999958,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,O_PLANAR,4.0,FROZEN_FRAME_FREE_IRREP_8,LEGACY_ABSOLUTE_MEDIAN_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.308125,0.011875000000000024,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,O_PLANAR,8.0,FROZEN_FRAME_FREE_IRREP_8,LEGACY_ABSOLUTE_MEDIAN_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.309375,0.009374999999999967,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,MIX_AXIAL,0.25,FROZEN_FRAME_FREE_IRREP_8,LEGACY_ABSOLUTE_MEDIAN_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.0696875,0.002187499999999995,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,MIX_AXIAL,0.5,FROZEN_FRAME_FREE_IRREP_8,LEGACY_ABSOLUTE_MEDIAN_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.0946875,-0.003437499999999996,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,MIX_AXIAL,1.0,FROZEN_FRAME_FREE_IRREP_8,LEGACY_ABSOLUTE_MEDIAN_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.3796875,-0.020937499999999998,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,MIX_AXIAL,2.0,FROZEN_FRAME_FREE_IRREP_8,LEGACY_ABSOLUTE_MEDIAN_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.985625,-0.00187499999999996,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,MIX_AXIAL,4.0,FROZEN_FRAME_FREE_IRREP_8,LEGACY_ABSOLUTE_MEDIAN_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,1.0,0.0,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,MIX_AXIAL,8.0,FROZEN_FRAME_FREE_IRREP_8,LEGACY_ABSOLUTE_MEDIAN_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,1.0,0.0,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,MIX_PLANAR,0.25,FROZEN_FRAME_FREE_IRREP_8,LEGACY_ABSOLUTE_MEDIAN_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.0609375,-0.002187500000000002,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,MIX_PLANAR,0.5,FROZEN_FRAME_FREE_IRREP_8,LEGACY_ABSOLUTE_MEDIAN_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.08625,0.0062500000000000056,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,MIX_PLANAR,1.0,FROZEN_FRAME_FREE_IRREP_8,LEGACY_ABSOLUTE_MEDIAN_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.2946875,0.0078125,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,MIX_PLANAR,2.0,FROZEN_FRAME_FREE_IRREP_8,LEGACY_ABSOLUTE_MEDIAN_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.9578125,-0.0009374999999999245,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,MIX_PLANAR,4.0,FROZEN_FRAME_FREE_IRREP_8,LEGACY_ABSOLUTE_MEDIAN_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,1.0,0.0,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,MIX_PLANAR,8.0,FROZEN_FRAME_FREE_IRREP_8,LEGACY_ABSOLUTE_MEDIAN_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,1.0,0.0,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,MIX_GENERIC,0.25,FROZEN_FRAME_FREE_IRREP_8,LEGACY_ABSOLUTE_MEDIAN_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.0646875,0.0015625000000000083,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,MIX_GENERIC,0.5,FROZEN_FRAME_FREE_IRREP_8,LEGACY_ABSOLUTE_MEDIAN_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.0846875,0.0015624999999999944,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,MIX_GENERIC,1.0,FROZEN_FRAME_FREE_IRREP_8,LEGACY_ABSOLUTE_MEDIAN_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.1634375,0.0015624999999999944,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,MIX_GENERIC,2.0,FROZEN_FRAME_FREE_IRREP_8,LEGACY_ABSOLUTE_MEDIAN_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.53375,-0.005624999999999991,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,MIX_GENERIC,4.0,FROZEN_FRAME_FREE_IRREP_8,LEGACY_ABSOLUTE_MEDIAN_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.658125,-0.007499999999999951,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,MIX_GENERIC,8.0,FROZEN_FRAME_FREE_IRREP_8,LEGACY_ABSOLUTE_MEDIAN_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.7228125,0.00593750000000004,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,Q_AXIAL,0.25,FROZEN_FRAME_FREE_IRREP_8,LOO_ECDF_MIDRANK_V1,MIN_LOCAL_P_V1,0.013125,-0.001875,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,Q_AXIAL,0.5,FROZEN_FRAME_FREE_IRREP_8,LOO_ECDF_MIDRANK_V1,MIN_LOCAL_P_V1,0.010625,-0.0012500000000000011,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,Q_AXIAL,1.0,FROZEN_FRAME_FREE_IRREP_8,LOO_ECDF_MIDRANK_V1,MIN_LOCAL_P_V1,0.010625,0.001875,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,Q_AXIAL,2.0,FROZEN_FRAME_FREE_IRREP_8,LOO_ECDF_MIDRANK_V1,MIN_LOCAL_P_V1,0.01625,0.0,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,Q_AXIAL,4.0,FROZEN_FRAME_FREE_IRREP_8,LOO_ECDF_MIDRANK_V1,MIN_LOCAL_P_V1,0.021875,-0.0018749999999999982,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,Q_AXIAL,8.0,FROZEN_FRAME_FREE_IRREP_8,LOO_ECDF_MIDRANK_V1,MIN_LOCAL_P_V1,0.0215625,-0.0021874999999999985,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,O_PLANAR,0.25,FROZEN_FRAME_FREE_IRREP_8,LOO_ECDF_MIDRANK_V1,MIN_LOCAL_P_V1,0.0059375,-0.0009375,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,O_PLANAR,0.5,FROZEN_FRAME_FREE_IRREP_8,LOO_ECDF_MIDRANK_V1,MIN_LOCAL_P_V1,0.0065625,-0.0009375,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,O_PLANAR,1.0,FROZEN_FRAME_FREE_IRREP_8,LOO_ECDF_MIDRANK_V1,MIN_LOCAL_P_V1,0.011875,-0.0012499999999999994,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,O_PLANAR,2.0,FROZEN_FRAME_FREE_IRREP_8,LOO_ECDF_MIDRANK_V1,MIN_LOCAL_P_V1,0.0134375,-0.0003125000000000003,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,O_PLANAR,4.0,FROZEN_FRAME_FREE_IRREP_8,LOO_ECDF_MIDRANK_V1,MIN_LOCAL_P_V1,0.011875,0.0006250000000000006,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,O_PLANAR,8.0,FROZEN_FRAME_FREE_IRREP_8,LOO_ECDF_MIDRANK_V1,MIN_LOCAL_P_V1,0.0096875,0.0015624999999999997,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,MIX_AXIAL,0.25,FROZEN_FRAME_FREE_IRREP_8,LOO_ECDF_MIDRANK_V1,MIN_LOCAL_P_V1,0.0109375,-0.00031249999999999854,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,MIX_AXIAL,0.5,FROZEN_FRAME_FREE_IRREP_8,LOO_ECDF_MIDRANK_V1,MIN_LOCAL_P_V1,0.015,-0.0024999999999999988,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
paired300,MIX_AXIAL,1.0,FROZEN_FRAME_FREE_IRREP_8,LOO_ECDF_MIDRANK_V1,MIN_LOCAL_P_V1,0.0565625,-0.002187500000000002,DESCRIPTIVE_QUADRATURE_SENSITIVITY_NOT_CONTINUUM_CONVERGENCE
