arm,template_id,amplitude,reducer,combiner,scalar_power,irrep_power,irrep_minus_scalar,arms_are_independent_replications
cmbonly999,O_PLANAR,4.0,LEGACY_ABSOLUTE_MEDIAN_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.3877503128911139,0.3160982478097622,-0.07165206508135169,False
cmbonly999,O_PLANAR,8.0,LEGACY_ABSOLUTE_MEDIAN_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.789346057571965,0.3201267209011264,-0.46921933667083854,False
cmbonly999,MIX_AXIAL,0.25,LEGACY_ABSOLUTE_MEDIAN_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.05921464330413016,0.0751720901126408,0.015957446808510634,False
cmbonly999,MIX_AXIAL,0.5,LEGACY_ABSOLUTE_MEDIAN_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.07704943679599499,0.1036842928660826,0.026634856070087615,False
cmbonly999,MIX_AXIAL,1.0,LEGACY_ABSOLUTE_MEDIAN_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.15910513141426783,0.38266583229036294,0.22356070087609511,False
cmbonly999,MIX_AXIAL,2.0,LEGACY_ABSOLUTE_MEDIAN_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.602784730913642,0.9833776595744681,0.38059292866082606,False
cmbonly999,MIX_AXIAL,4.0,LEGACY_ABSOLUTE_MEDIAN_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.9754771589486858,1.0,0.024522841051314193,False
cmbonly999,MIX_AXIAL,8.0,LEGACY_ABSOLUTE_MEDIAN_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.9998826658322904,1.0,0.00011733416770964844,False
cmbonly999,MIX_PLANAR,0.25,LEGACY_ABSOLUTE_MEDIAN_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.057180851063829786,0.07521120150187735,0.018030350438047564,False
cmbonly999,MIX_PLANAR,0.5,LEGACY_ABSOLUTE_MEDIAN_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.07955256570713391,0.09711357947434293,0.01756101376720902,False
cmbonly999,MIX_PLANAR,1.0,LEGACY_ABSOLUTE_MEDIAN_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.1444383604505632,0.31152221526908636,0.16708385481852314,False
cmbonly999,MIX_PLANAR,2.0,LEGACY_ABSOLUTE_MEDIAN_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.49413329161451813,0.9607321652065082,0.46659887359199004,False
cmbonly999,MIX_PLANAR,4.0,LEGACY_ABSOLUTE_MEDIAN_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.8857165206508135,1.0,0.11428347934918648,False
cmbonly999,MIX_PLANAR,8.0,LEGACY_ABSOLUTE_MEDIAN_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.9930772841051314,1.0,0.006922715894868592,False
cmbonly999,MIX_GENERIC,0.25,LEGACY_ABSOLUTE_MEDIAN_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.05784574468085106,0.07356852315394243,0.015722778473091364,False
cmbonly999,MIX_GENERIC,0.5,LEGACY_ABSOLUTE_MEDIAN_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.07751877346683354,0.08584949937421778,0.008330725907384234,False
cmbonly999,MIX_GENERIC,1.0,LEGACY_ABSOLUTE_MEDIAN_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.15691489361702127,0.16465894868585731,0.007744055068836048,False
cmbonly999,MIX_GENERIC,2.0,LEGACY_ABSOLUTE_MEDIAN_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.40218241551939926,0.523153942428035,0.12097152690863577,False
cmbonly999,MIX_GENERIC,4.0,LEGACY_ABSOLUTE_MEDIAN_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.3487953692115144,0.6500704005006258,0.30127503128911143,False
cmbonly999,MIX_GENERIC,8.0,LEGACY_ABSOLUTE_MEDIAN_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.26286764705882354,0.7227002503128911,0.45983260325406755,False
cmbonly999,Q_AXIAL,0.25,LOO_ECDF_MIDRANK_V1,MIN_LOCAL_P_V1,0.0,0.013923654568210262,0.013923654568210262,False
cmbonly999,Q_AXIAL,0.5,LOO_ECDF_MIDRANK_V1,MIN_LOCAL_P_V1,0.0,0.012085419274092615,0.012085419274092615,False
cmbonly999,Q_AXIAL,1.0,LOO_ECDF_MIDRANK_V1,MIN_LOCAL_P_V1,0.0,0.01177252816020025,0.01177252816020025,False
cmbonly999,Q_AXIAL,2.0,LOO_ECDF_MIDRANK_V1,MIN_LOCAL_P_V1,0.0,0.016387672090112642,0.016387672090112642,False
cmbonly999,Q_AXIAL,4.0,LOO_ECDF_MIDRANK_V1,MIN_LOCAL_P_V1,0.0,0.021511264080100127,0.021511264080100127,False
cmbonly999,Q_AXIAL,8.0,LOO_ECDF_MIDRANK_V1,MIN_LOCAL_P_V1,0.0,0.02319305381727159,0.02319305381727159,False
cmbonly999,O_PLANAR,0.25,LOO_ECDF_MIDRANK_V1,MIN_LOCAL_P_V1,0.0,0.012906758448060074,0.012906758448060074,False
cmbonly999,O_PLANAR,0.5,LOO_ECDF_MIDRANK_V1,MIN_LOCAL_P_V1,0.0,0.012085419274092615,0.012085419274092615,False
cmbonly999,O_PLANAR,1.0,LOO_ECDF_MIDRANK_V1,MIN_LOCAL_P_V1,0.0,0.011968085106382979,0.011968085106382979,False
cmbonly999,O_PLANAR,2.0,LOO_ECDF_MIDRANK_V1,MIN_LOCAL_P_V1,0.0,0.012359198998748435,0.012359198998748435,False
cmbonly999,O_PLANAR,4.0,LOO_ECDF_MIDRANK_V1,MIN_LOCAL_P_V1,0.0,0.012007196495619524,0.012007196495619524,False
cmbonly999,O_PLANAR,8.0,LOO_ECDF_MIDRANK_V1,MIN_LOCAL_P_V1,0.0,0.011185857321652065,0.011185857321652065,False
cmbonly999,MIX_AXIAL,0.25,LOO_ECDF_MIDRANK_V1,MIN_LOCAL_P_V1,0.0,0.013297872340425532,0.013297872340425532,False
cmbonly999,MIX_AXIAL,0.5,LOO_ECDF_MIDRANK_V1,MIN_LOCAL_P_V1,0.0,0.015605444305381726,0.015605444305381726,False
cmbonly999,MIX_AXIAL,1.0,LOO_ECDF_MIDRANK_V1,MIN_LOCAL_P_V1,0.0,0.057923967459324155,0.057923967459324155,False
cmbonly999,MIX_AXIAL,2.0,LOO_ECDF_MIDRANK_V1,MIN_LOCAL_P_V1,0.0,0.4356226533166458,0.4356226533166458,False
cmbonly999,MIX_AXIAL,4.0,LOO_ECDF_MIDRANK_V1,MIN_LOCAL_P_V1,0.0,0.9817349812265331,0.9817349812265331,False
cmbonly999,MIX_AXIAL,8.0,LOO_ECDF_MIDRANK_V1,MIN_LOCAL_P_V1,0.0,1.0,1.0,False
cmbonly999,MIX_PLANAR,0.25,LOO_ECDF_MIDRANK_V1,MIN_LOCAL_P_V1,0.0,0.012828535669586983,0.012828535669586983,False
cmbonly999,MIX_PLANAR,0.5,LOO_ECDF_MIDRANK_V1,MIN_LOCAL_P_V1,0.0,0.012906758448060074,0.012906758448060074,False
cmbonly999,MIX_PLANAR,1.0,LOO_ECDF_MIDRANK_V1,MIN_LOCAL_P_V1,0.0,0.023505944931163956,0.023505944931163956,False
cmbonly999,MIX_PLANAR,2.0,LOO_ECDF_MIDRANK_V1,MIN_LOCAL_P_V1,0.0,0.08252503128911139,0.08252503128911139,False
cmbonly999,MIX_PLANAR,4.0,LOO_ECDF_MIDRANK_V1,MIN_LOCAL_P_V1,0.0,0.25046933667083854,0.25046933667083854,False
cmbonly999,MIX_PLANAR,8.0,LOO_ECDF_MIDRANK_V1,MIN_LOCAL_P_V1,0.0,0.4111389236545682,0.4111389236545682,False
cmbonly999,MIX_GENERIC,0.25,LOO_ECDF_MIDRANK_V1,MIN_LOCAL_P_V1,0.0,0.013806320400500626,0.013806320400500626,False
cmbonly999,MIX_GENERIC,0.5,LOO_ECDF_MIDRANK_V1,MIN_LOCAL_P_V1,0.0,0.01005162703379224,0.01005162703379224,False
cmbonly999,MIX_GENERIC,1.0,LOO_ECDF_MIDRANK_V1,MIN_LOCAL_P_V1,0.0,0.008643617021276596,0.008643617021276596,False
cmbonly999,MIX_GENERIC,2.0,LOO_ECDF_MIDRANK_V1,MIN_LOCAL_P_V1,0.0,0.002346683354192741,0.002346683354192741,False
cmbonly999,MIX_GENERIC,4.0,LOO_ECDF_MIDRANK_V1,MIN_LOCAL_P_V1,0.0,3.911138923654568e-05,3.911138923654568e-05,False
cmbonly999,MIX_GENERIC,8.0,LOO_ECDF_MIDRANK_V1,MIN_LOCAL_P_V1,0.0,0.0,0.0,False
cmbonly999,Q_AXIAL,0.25,LOO_ECDF_MIDRANK_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.04458698372966208,0.07384230287859825,0.02925531914893617,False
cmbonly999,Q_AXIAL,0.5,LOO_ECDF_MIDRANK_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.07016583229036295,0.07818366708385482,0.008017834793491871,False
cmbonly999,Q_AXIAL,1.0,LOO_ECDF_MIDRANK_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.27452284105131414,0.12144086357947434,-0.1530819774718398,False
cmbonly999,Q_AXIAL,2.0,LOO_ECDF_MIDRANK_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.8883369837296621,0.24405506883604505,-0.644281914893617,False
cmbonly999,Q_AXIAL,4.0,LOO_ECDF_MIDRANK_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.9971057571964956,0.3089017521902378,-0.6882040050062579,False
cmbonly999,Q_AXIAL,8.0,LOO_ECDF_MIDRANK_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,1.0,0.35747809762202754,-0.6425219023779725,False
cmbonly999,O_PLANAR,0.25,LOO_ECDF_MIDRANK_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.03559136420525657,0.07579787234042554,0.04020650813516897,False
cmbonly999,O_PLANAR,0.5,LOO_ECDF_MIDRANK_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.0371558197747184,0.08913485607008761,0.051979036295369214,False
cmbonly999,O_PLANAR,1.0,LOO_ECDF_MIDRANK_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.044978097622027535,0.19164580725907385,0.1466677096370463,False
cmbonly999,O_PLANAR,2.0,LOO_ECDF_MIDRANK_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.15546777221526908,0.2643147684605757,0.10884699624530664,False
cmbonly999,O_PLANAR,4.0,LOO_ECDF_MIDRANK_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.48494211514392993,0.2731148310387985,-0.2118272841051314,False
cmbonly999,O_PLANAR,8.0,LOO_ECDF_MIDRANK_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.9500156445556946,0.27444461827284106,-0.6755710262828536,False
cmbonly999,MIX_AXIAL,0.25,LOO_ECDF_MIDRANK_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.04048028785982478,0.07438986232790988,0.0339095744680851,False
cmbonly999,MIX_AXIAL,0.5,LOO_ECDF_MIDRANK_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.047129224030037546,0.09449311639549436,0.047363892365456815,False
cmbonly999,MIX_AXIAL,1.0,LOO_ECDF_MIDRANK_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.09304599499374218,0.34441489361702127,0.2513688986232791,False
cmbonly999,MIX_AXIAL,2.0,LOO_ECDF_MIDRANK_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.44094180225281604,0.9768069461827285,0.5358651439299125,False
cmbonly999,MIX_AXIAL,4.0,LOO_ECDF_MIDRANK_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.9125469336670838,1.0,0.08745306633291616,False
cmbonly999,MIX_AXIAL,8.0,LOO_ECDF_MIDRANK_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.9994133291614519,1.0,0.0005866708385481312,False
cmbonly999,MIX_PLANAR,0.25,LOO_ECDF_MIDRANK_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.038720275344180224,0.07306007509386733,0.03433979974968711,False
cmbonly999,MIX_PLANAR,0.5,LOO_ECDF_MIDRANK_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.04869367959949938,0.08753128911138924,0.038837609511889866,False
cmbonly999,MIX_PLANAR,1.0,LOO_ECDF_MIDRANK_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.0837374843554443,0.25899561952440553,0.17525813516896122,False
cmbonly999,MIX_PLANAR,2.0,LOO_ECDF_MIDRANK_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.4051548811013767,0.9326892991239049,0.5275344180225281,False
cmbonly999,MIX_PLANAR,4.0,LOO_ECDF_MIDRANK_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.8559136420525657,1.0,0.1440863579474343,False
cmbonly999,MIX_PLANAR,8.0,LOO_ECDF_MIDRANK_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.9923732790988736,1.0,0.0076267209011263715,False
cmbonly999,MIX_GENERIC,0.25,LOO_ECDF_MIDRANK_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.03868116395494368,0.0725125156445557,0.03383135168961202,False
cmbonly999,MIX_GENERIC,0.5,LOO_ECDF_MIDRANK_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.04740300375469337,0.07626720901126408,0.028864205256570706,False
cmbonly999,MIX_GENERIC,1.0,LOO_ECDF_MIDRANK_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.092029098873592,0.12065863579474342,0.02862953692115143,False
cmbonly999,MIX_GENERIC,2.0,LOO_ECDF_MIDRANK_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.28125,0.3611545682102628,0.07990456821026282,False
cmbonly999,MIX_GENERIC,4.0,LOO_ECDF_MIDRANK_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.2728801627033792,0.37769868585732164,0.10481852315394241,False
cmbonly999,MIX_GENERIC,8.0,LOO_ECDF_MIDRANK_V1,EXACT_INTEGER_FISHER_PRODUCT_FINITE_POOL_V1,0.19907697121401752,0.2533244680851064,0.054247496871088874,False
