absent_feature_ids,krylov_plane_status,krylov_rank,mixed_vector_status,primary_family_disposition,q_spectrum_status,row_id,row_index
[],AVAILABLE,3,AVAILABLE,COMPLETE,SIMPLE,FFP10-SMICA-CMB-00230,231
[],AVAILABLE,3,AVAILABLE,COMPLETE,SIMPLE,FFP10-SMICA-CMB-00231,232
[],AVAILABLE,3,AVAILABLE,COMPLETE,SIMPLE,FFP10-SMICA-CMB-00232,233
[],AVAILABLE,3,AVAILABLE,COMPLETE,SIMPLE,FFP10-SMICA-CMB-00233,234
[],AVAILABLE,3,AVAILABLE,COMPLETE,SIMPLE,FFP10-SMICA-CMB-00234,235
[],AVAILABLE,3,AVAILABLE,COMPLETE,SIMPLE,FFP10-SMICA-CMB-00235,236
[],AVAILABLE,3,AVAILABLE,COMPLETE,SIMPLE,FFP10-SMICA-CMB-00236,237
[],AVAILABLE,3,AVAILABLE,COMPLETE,SIMPLE,FFP10-SMICA-CMB-00237,238
[],AVAILABLE,3,AVAILABLE,COMPLETE,SIMPLE,FFP10-SMICA-CMB-00238,239
[],AVAILABLE,3,AVAILABLE,COMPLETE,SIMPLE,FFP10-SMICA-CMB-00239,240
[],AVAILABLE,3,AVAILABLE,COMPLETE,SIMPLE,FFP10-SMICA-CMB-00240,241
[],AVAILABLE,3,AVAILABLE,COMPLETE,SIMPLE,FFP10-SMICA-CMB-00241,242
[],AVAILABLE,3,AVAILABLE,COMPLETE,SIMPLE,FFP10-SMICA-CMB-00242,243
[],AVAILABLE,3,AVAILABLE,COMPLETE,SIMPLE,FFP10-SMICA-CMB-00243,244
[],AVAILABLE,3,AVAILABLE,COMPLETE,SIMPLE,FFP10-SMICA-CMB-00244,245
[],AVAILABLE,3,AVAILABLE,COMPLETE,SIMPLE,FFP10-SMICA-CMB-00245,246
[],AVAILABLE,3,AVAILABLE,COMPLETE,SIMPLE,FFP10-SMICA-CMB-00246,247
[],AVAILABLE,3,AVAILABLE,COMPLETE,SIMPLE,FFP10-SMICA-CMB-00247,248
[],AVAILABLE,3,AVAILABLE,COMPLETE,SIMPLE,FFP10-SMICA-CMB-00248,249
[],AVAILABLE,3,AVAILABLE,COMPLETE,SIMPLE,FFP10-SMICA-CMB-00249,250
[],AVAILABLE,3,AVAILABLE,COMPLETE,SIMPLE,FFP10-SMICA-CMB-00250,251
[],AVAILABLE,3,AVAILABLE,COMPLETE,SIMPLE,FFP10-SMICA-CMB-00251,252
[],AVAILABLE,3,AVAILABLE,COMPLETE,SIMPLE,FFP10-SMICA-CMB-00252,253
[],AVAILABLE,3,AVAILABLE,COMPLETE,SIMPLE,FFP10-SMICA-CMB-00253,254
[],AVAILABLE,3,AVAILABLE,COMPLETE,SIMPLE,FFP10-SMICA-CMB-00254,255
[],AVAILABLE,3,AVAILABLE,COMPLETE,SIMPLE,FFP10-SMICA-CMB-00255,256
[],AVAILABLE,3,AVAILABLE,COMPLETE,SIMPLE,FFP10-SMICA-CMB-00256,257
