amplitude,residual_norm,residual_over_beta_squared
0.032,0.0026361904222727225,2.5744047092507056
0.016,0.0006586034007211914,2.572669534067154
0.008,0.00016451689113324813,2.5705764239570024
0.004,4.106081923819101e-05,2.566301202386938
