amplitude,residual_norm,residual_over_beta_squared
0.032,0.0026361904210250773,2.574404708032302
0.016,0.0006586034010350516,2.5726695352931706
0.008,0.0001645168918433468,2.570576435052294
0.004,4.106081937834986e-05,2.5663012111468664
