# bass_py recombination reference table
# Source: HyRec-2 (nanoomlee/HYREC-2) + sandbox post-processing
# Generated: 2026-04-18
# Cosmology: Planck 2018-like (HyRec default input.dat)
#   h         = 0.6735837
#   T_CMB     = 2.7255 K
#   Omega_b   = 0.0494142797907188
#   Omega_cb  = 0.31242079216478097
#   Y_He      = 0.245
#   N_eff     = 3.046
#   m_nu_tot  = 0.06 eV
#   Omega_m_total = 0.313841
#   Omega_r_total = 9.220339e-05
#   Omega_Lambda  = 0.686067
#   n_H(z=0)  = 1.899866e-01 /m^3
# Reionization NOT included (recombination history only).
# Columns: z, x_e, T_m[K], tau_dot[1/Mpc], kappa[dimensionless]
z,x_e,T_m,tau_dot,kappa
3.420000e+02,4.533641e-04,8.943869e+02,2.080133e-05,4.372415e-03
3.430000e+02,4.543828e-04,8.973218e+02,2.096981e-05,4.397255e-03
3.440000e+02,4.554050e-04,9.002556e+02,2.113935e-05,4.422184e-03
3.450000e+02,4.564309e-04,9.031885e+02,2.130997e-05,4.447201e-03
3.460000e+02,4.574605e-04,9.061203e+02,2.148168e-05,4.472308e-03
3.470000e+02,4.584937e-04,9.090511e+02,2.165447e-05,4.497505e-03
3.480000e+02,4.595307e-04,9.119808e+02,2.182836e-05,4.522792e-03
3.490000e+02,4.605715e-04,9.149096e+02,2.200335e-05,4.548168e-03
3.500000e+02,4.616160e-04,9.178373e+02,2.217945e-05,4.573636e-03
3.510000e+02,4.626642e-04,9.207641e+02,2.235666e-05,4.599194e-03
3.520000e+02,4.637163e-04,9.236898e+02,2.253500e-05,4.624843e-03
3.530000e+02,4.647723e-04,9.266146e+02,2.271446e-05,4.650583e-03
3.540000e+02,4.658321e-04,9.295383e+02,2.289506e-05,4.676415e-03
3.550000e+02,4.668958e-04,9.324611e+02,2.307680e-05,4.702339e-03
3.560000e+02,4.679634e-04,9.353829e+02,2.325969e-05,4.728356e-03
3.570000e+02,4.690349e-04,9.383037e+02,2.344374e-05,4.754465e-03
3.580000e+02,4.701104e-04,9.412235e+02,2.362895e-05,4.780667e-03
3.590000e+02,4.711899e-04,9.441424e+02,2.381533e-05,4.806962e-03
3.600000e+02,4.722734e-04,9.470603e+02,2.400289e-05,4.833350e-03
3.610000e+02,4.733610e-04,9.499773e+02,2.419164e-05,4.859833e-03
3.620000e+02,4.744526e-04,9.528932e+02,2.438157e-05,4.886410e-03
3.630000e+02,4.755483e-04,9.558083e+02,2.457271e-05,4.913081e-03
3.640000e+02,4.766481e-04,9.587223e+02,2.476505e-05,4.939847e-03
3.650000e+02,4.777520e-04,9.616355e+02,2.495861e-05,4.966708e-03
3.660000e+02,4.788602e-04,9.645477e+02,2.515339e-05,4.993665e-03
3.670000e+02,4.799725e-04,9.674590e+02,2.534940e-05,5.020718e-03
3.680000e+02,4.810890e-04,9.703693e+02,2.554664e-05,5.047866e-03
3.690000e+02,4.822098e-04,9.732787e+02,2.574513e-05,5.075111e-03
3.700000e+02,4.833349e-04,9.761872e+02,2.594488e-05,5.102453e-03
3.710000e+02,4.844643e-04,9.790948e+02,2.614588e-05,5.129893e-03
3.720000e+02,4.855980e-04,9.820014e+02,2.634816e-05,5.157429e-03
3.730000e+02,4.867361e-04,9.849072e+02,2.655170e-05,5.185064e-03
3.740000e+02,4.878785e-04,9.878120e+02,2.675654e-05,5.212797e-03
3.750000e+02,4.890254e-04,9.907160e+02,2.696266e-05,5.240628e-03
3.760000e+02,4.901767e-04,9.936190e+02,2.717009e-05,5.268558e-03
3.770000e+02,4.913325e-04,9.965212e+02,2.737882e-05,5.296588e-03
3.780000e+02,4.924929e-04,9.994224e+02,2.758888e-05,5.324717e-03
3.790000e+02,4.936577e-04,1.002323e+03,2.780025e-05,5.352946e-03
3.800000e+02,4.948271e-04,1.005222e+03,2.801297e-05,5.381275e-03
3.810000e+02,4.960011e-04,1.008121e+03,2.822702e-05,5.409705e-03
3.820000e+02,4.971797e-04,1.011019e+03,2.844243e-05,5.438236e-03
3.830000e+02,4.983630e-04,1.013916e+03,2.865919e-05,5.466869e-03
3.840000e+02,4.995510e-04,1.016812e+03,2.887732e-05,5.495603e-03
3.850000e+02,5.007436e-04,1.019707e+03,2.909683e-05,5.524440e-03
3.860000e+02,5.019411e-04,1.022601e+03,2.931773e-05,5.553379e-03
3.870000e+02,5.031433e-04,1.025495e+03,2.954002e-05,5.582421e-03
3.880000e+02,5.043503e-04,1.028387e+03,2.976371e-05,5.611566e-03
3.890000e+02,5.055621e-04,1.031279e+03,2.998882e-05,5.640815e-03
3.900000e+02,5.067788e-04,1.034170e+03,3.021535e-05,5.670168e-03
3.910000e+02,5.080005e-04,1.037060e+03,3.044331e-05,5.699626e-03
3.920000e+02,5.092270e-04,1.039950e+03,3.067271e-05,5.729188e-03
3.930000e+02,5.104585e-04,1.042838e+03,3.090357e-05,5.758856e-03
3.940000e+02,5.116951e-04,1.045726e+03,3.113588e-05,5.788629e-03
3.950000e+02,5.129366e-04,1.048613e+03,3.136966e-05,5.818509e-03
3.960000e+02,5.141833e-04,1.051499e+03,3.160492e-05,5.848494e-03
3.970000e+02,5.154350e-04,1.054384e+03,3.184166e-05,5.878587e-03
3.980000e+02,5.166919e-04,1.057268e+03,3.207991e-05,5.908787e-03
3.990000e+02,5.179539e-04,1.060152e+03,3.231966e-05,5.939095e-03
4.000000e+02,5.192212e-04,1.063035e+03,3.256093e-05,5.969510e-03
4.010000e+02,5.204937e-04,1.065917e+03,3.280373e-05,6.000035e-03
4.020000e+02,5.217715e-04,1.068798e+03,3.304807e-05,6.030668e-03
4.030000e+02,5.230546e-04,1.071679e+03,3.329396e-05,6.061410e-03
4.040000e+02,5.243430e-04,1.074558e+03,3.354140e-05,6.092263e-03
4.050000e+02,5.256368e-04,1.077437e+03,3.379041e-05,6.123225e-03
4.060000e+02,5.269361e-04,1.080315e+03,3.404101e-05,6.154298e-03
4.070000e+02,5.282408e-04,1.083193e+03,3.429319e-05,6.185483e-03
4.080000e+02,5.295509e-04,1.086069e+03,3.454698e-05,6.216778e-03
4.090000e+02,5.308667e-04,1.088945e+03,3.480237e-05,6.248186e-03
4.100000e+02,5.321880e-04,1.091820e+03,3.505939e-05,6.279706e-03
4.110000e+02,5.335149e-04,1.094695e+03,3.531804e-05,6.311339e-03
4.120000e+02,5.348474e-04,1.097568e+03,3.557834e-05,6.343085e-03
4.130000e+02,5.361856e-04,1.100441e+03,3.584029e-05,6.374945e-03
4.140000e+02,5.375296e-04,1.103314e+03,3.610391e-05,6.406919e-03
4.150000e+02,5.388793e-04,1.106185e+03,3.636921e-05,6.439008e-03
4.160000e+02,5.402348e-04,1.109056e+03,3.663620e-05,6.471212e-03
4.170000e+02,5.415962e-04,1.111926e+03,3.690488e-05,6.503531e-03
4.180000e+02,5.429634e-04,1.114795e+03,3.717528e-05,6.535967e-03
4.190000e+02,5.443366e-04,1.117663e+03,3.744741e-05,6.568519e-03
4.200000e+02,5.457158e-04,1.120531e+03,3.772127e-05,6.601188e-03
4.210000e+02,5.471009e-04,1.123398e+03,3.799689e-05,6.633975e-03
4.220000e+02,5.484921e-04,1.126265e+03,3.827426e-05,6.666879e-03
4.230000e+02,5.498894e-04,1.129130e+03,3.855340e-05,6.699902e-03
4.240000e+02,5.512928e-04,1.131995e+03,3.883433e-05,6.733044e-03
4.250000e+02,5.527024e-04,1.134860e+03,3.911706e-05,6.766305e-03
4.260000e+02,5.541182e-04,1.137723e+03,3.940160e-05,6.799687e-03
4.270000e+02,5.555403e-04,1.140586e+03,3.968796e-05,6.833188e-03
4.280000e+02,5.569686e-04,1.143449e+03,3.997615e-05,6.866811e-03
4.290000e+02,5.584034e-04,1.146310e+03,4.026620e-05,6.900555e-03
4.300000e+02,5.598445e-04,1.149171e+03,4.055810e-05,6.934421e-03
4.310000e+02,5.612921e-04,1.152031e+03,4.085188e-05,6.968409e-03
4.320000e+02,5.627461e-04,1.154891e+03,4.114755e-05,7.002521e-03
4.330000e+02,5.642067e-04,1.157750e+03,4.144512e-05,7.036756e-03
4.340000e+02,5.656739e-04,1.160608e+03,4.174460e-05,7.071115e-03
4.350000e+02,5.671477e-04,1.163465e+03,4.204601e-05,7.105598e-03
4.360000e+02,5.686282e-04,1.166322e+03,4.234936e-05,7.140207e-03
4.370000e+02,5.701154e-04,1.169179e+03,4.265467e-05,7.174941e-03
4.380000e+02,5.716093e-04,1.172034e+03,4.296195e-05,7.209802e-03
4.390000e+02,5.731101e-04,1.174889e+03,4.327121e-05,7.244789e-03
4.400000e+02,5.746178e-04,1.177743e+03,4.358247e-05,7.279903e-03
4.410000e+02,5.761323e-04,1.180597e+03,4.389575e-05,7.315145e-03
4.420000e+02,5.776539e-04,1.183450e+03,4.421105e-05,7.350516e-03
4.430000e+02,5.791824e-04,1.186303e+03,4.452839e-05,7.386016e-03
4.440000e+02,5.807181e-04,1.189154e+03,4.484779e-05,7.421645e-03
4.450000e+02,5.822608e-04,1.192006e+03,4.516926e-05,7.457404e-03
4.460000e+02,5.838107e-04,1.194856e+03,4.549281e-05,7.493294e-03
4.470000e+02,5.853679e-04,1.197706e+03,4.581847e-05,7.529315e-03
4.480000e+02,5.869323e-04,1.200555e+03,4.614624e-05,7.565468e-03
4.490000e+02,5.885041e-04,1.203404e+03,4.647615e-05,7.601753e-03
4.500000e+02,5.900832e-04,1.206252e+03,4.680821e-05,7.638171e-03
4.510000e+02,5.916698e-04,1.209100e+03,4.714243e-05,7.674723e-03
4.520000e+02,5.932639e-04,1.211947e+03,4.747883e-05,7.711409e-03
4.530000e+02,5.948655e-04,1.214793e+03,4.781742e-05,7.748230e-03
4.540000e+02,5.964747e-04,1.217639e+03,4.815823e-05,7.785186e-03
4.550000e+02,5.980916e-04,1.220484e+03,4.850127e-05,7.822278e-03
4.560000e+02,5.997163e-04,1.223328e+03,4.884655e-05,7.859507e-03
4.570000e+02,6.013487e-04,1.226172e+03,4.919410e-05,7.896873e-03
4.580000e+02,6.029889e-04,1.229016e+03,4.954392e-05,7.934377e-03
4.590000e+02,6.046370e-04,1.231858e+03,4.989604e-05,7.972019e-03
4.600000e+02,6.062931e-04,1.234701e+03,5.025047e-05,8.009801e-03
4.610000e+02,6.079572e-04,1.237542e+03,5.060724e-05,8.047722e-03
4.620000e+02,6.096294e-04,1.240383e+03,5.096635e-05,8.085784e-03
4.630000e+02,6.113097e-04,1.243224e+03,5.132783e-05,8.123987e-03
4.640000e+02,6.129983e-04,1.246064e+03,5.169170e-05,8.162332e-03
4.650000e+02,6.146950e-04,1.248903e+03,5.205797e-05,8.200819e-03
4.660000e+02,6.164001e-04,1.251742e+03,5.242666e-05,8.239449e-03
4.670000e+02,6.181136e-04,1.254580e+03,5.279778e-05,8.278223e-03
4.680000e+02,6.198356e-04,1.257418e+03,5.317137e-05,8.317142e-03
4.690000e+02,6.215660e-04,1.260255e+03,5.354743e-05,8.356205e-03
4.700000e+02,6.233051e-04,1.263092e+03,5.392599e-05,8.395415e-03
4.710000e+02,6.250528e-04,1.265928e+03,5.430707e-05,8.434771e-03
4.720000e+02,6.268092e-04,1.268764e+03,5.469067e-05,8.474274e-03
4.730000e+02,6.285743e-04,1.271599e+03,5.507684e-05,8.513925e-03
4.740000e+02,6.303484e-04,1.274433e+03,5.546558e-05,8.553724e-03
4.750000e+02,6.321313e-04,1.277267e+03,5.585691e-05,8.593673e-03
4.760000e+02,6.339233e-04,1.280101e+03,5.625086e-05,8.633772e-03
4.770000e+02,6.357243e-04,1.282933e+03,5.664744e-05,8.674022e-03
4.780000e+02,6.375344e-04,1.285766e+03,5.704668e-05,8.714423e-03
4.790000e+02,6.393538e-04,1.288598e+03,5.744859e-05,8.754977e-03
4.800000e+02,6.411824e-04,1.291429e+03,5.785320e-05,8.795684e-03
4.810000e+02,6.430204e-04,1.294260e+03,5.826053e-05,8.836544e-03
4.820000e+02,6.448677e-04,1.297090e+03,5.867061e-05,8.877559e-03
4.830000e+02,6.467246e-04,1.299920e+03,5.908344e-05,8.918729e-03
4.840000e+02,6.485911e-04,1.302750e+03,5.949906e-05,8.960055e-03
4.850000e+02,6.504672e-04,1.305578e+03,5.991749e-05,9.001538e-03
4.860000e+02,6.523530e-04,1.308407e+03,6.033875e-05,9.043179e-03
4.870000e+02,6.542487e-04,1.311235e+03,6.076285e-05,9.084978e-03
4.880000e+02,6.561542e-04,1.314062e+03,6.118984e-05,9.126936e-03
4.890000e+02,6.580697e-04,1.316889e+03,6.161972e-05,9.169054e-03
4.900000e+02,6.599952e-04,1.319715e+03,6.205252e-05,9.211333e-03
4.910000e+02,6.619309e-04,1.322541e+03,6.248827e-05,9.253773e-03
4.920000e+02,6.638767e-04,1.325367e+03,6.292699e-05,9.296376e-03
4.930000e+02,6.658329e-04,1.328192e+03,6.336870e-05,9.339142e-03
4.940000e+02,6.677994e-04,1.331016e+03,6.381343e-05,9.382073e-03
4.950000e+02,6.697764e-04,1.333840e+03,6.426120e-05,9.425168e-03
4.960000e+02,6.717639e-04,1.336664e+03,6.471205e-05,9.468429e-03
4.970000e+02,6.737621e-04,1.339487e+03,6.516598e-05,9.511857e-03
4.980000e+02,6.757710e-04,1.342309e+03,6.562303e-05,9.555452e-03
4.990000e+02,6.777907e-04,1.345132e+03,6.608323e-05,9.599215e-03
5.000000e+02,6.798212e-04,1.347953e+03,6.654660e-05,9.643148e-03
5.010000e+02,6.818628e-04,1.350774e+03,6.701316e-05,9.687251e-03
5.020000e+02,6.839155e-04,1.353595e+03,6.748295e-05,9.731525e-03
5.030000e+02,6.859793e-04,1.356416e+03,6.795599e-05,9.775971e-03
5.040000e+02,6.880544e-04,1.359235e+03,6.843231e-05,9.820589e-03
5.050000e+02,6.901408e-04,1.362055e+03,6.891193e-05,9.865382e-03
5.060000e+02,6.922387e-04,1.364874e+03,6.939489e-05,9.910349e-03
5.070000e+02,6.943482e-04,1.367692e+03,6.988121e-05,9.955491e-03
5.080000e+02,6.964693e-04,1.370510e+03,7.037092e-05,1.000081e-02
5.090000e+02,6.986022e-04,1.373328e+03,7.086405e-05,1.004631e-02
5.100000e+02,7.007469e-04,1.376145e+03,7.136062e-05,1.009198e-02
5.110000e+02,7.029035e-04,1.378962e+03,7.186068e-05,1.013784e-02
5.120000e+02,7.050722e-04,1.381778e+03,7.236424e-05,1.018387e-02
5.130000e+02,7.072531e-04,1.384595e+03,7.287134e-05,1.023009e-02
5.140000e+02,7.094462e-04,1.387410e+03,7.338201e-05,1.027649e-02
5.150000e+02,7.116517e-04,1.390225e+03,7.389628e-05,1.032307e-02
5.160000e+02,7.138697e-04,1.393040e+03,7.441418e-05,1.036983e-02
5.170000e+02,7.161002e-04,1.395854e+03,7.493574e-05,1.041679e-02
5.180000e+02,7.183434e-04,1.398668e+03,7.546099e-05,1.046392e-02
5.190000e+02,7.205995e-04,1.401481e+03,7.598997e-05,1.051125e-02
5.200000e+02,7.228684e-04,1.404294e+03,7.652271e-05,1.055876e-02
5.210000e+02,7.251504e-04,1.407107e+03,7.705924e-05,1.060647e-02
5.220000e+02,7.274455e-04,1.409920e+03,7.759960e-05,1.065436e-02
5.230000e+02,7.297538e-04,1.412730e+03,7.814382e-05,1.070244e-02
5.240000e+02,7.320756e-04,1.415540e+03,7.869193e-05,1.075072e-02
5.250000e+02,7.344108e-04,1.418354e+03,7.924397e-05,1.079919e-02
5.260000e+02,7.367596e-04,1.421166e+03,7.979997e-05,1.084786e-02
5.270000e+02,7.391222e-04,1.423974e+03,8.035997e-05,1.089672e-02
5.280000e+02,7.414987e-04,1.426780e+03,8.092401e-05,1.094578e-02
5.290000e+02,7.438891e-04,1.429593e+03,8.149211e-05,1.099504e-02
5.300000e+02,7.462935e-04,1.432407e+03,8.206432e-05,1.104450e-02
5.310000e+02,7.487123e-04,1.435212e+03,8.264068e-05,1.109416e-02
5.320000e+02,7.511455e-04,1.438014e+03,8.322123e-05,1.114402e-02
5.330000e+02,7.535930e-04,1.440824e+03,8.380599e-05,1.119408e-02
5.340000e+02,7.560552e-04,1.443641e+03,8.439500e-05,1.124435e-02
5.350000e+02,7.585322e-04,1.446447e+03,8.498832e-05,1.129482e-02
5.360000e+02,7.610242e-04,1.449242e+03,8.558599e-05,1.134549e-02
5.370000e+02,7.635311e-04,1.452046e+03,8.618803e-05,1.139638e-02
5.380000e+02,7.660530e-04,1.454867e+03,8.679447e-05,1.144747e-02
5.390000e+02,7.685903e-04,1.457681e+03,8.740537e-05,1.149878e-02
5.400000e+02,7.711433e-04,1.460467e+03,8.802080e-05,1.155030e-02
5.410000e+02,7.737119e-04,1.463256e+03,8.864076e-05,1.160202e-02
5.420000e+02,7.762958e-04,1.466082e+03,8.926528e-05,1.165397e-02
5.430000e+02,7.788957e-04,1.468909e+03,8.989443e-05,1.170612e-02
5.440000e+02,7.815119e-04,1.471693e+03,9.052828e-05,1.175850e-02
5.450000e+02,7.841444e-04,1.474466e+03,9.116686e-05,1.181109e-02
5.460000e+02,7.867929e-04,1.477282e+03,9.181016e-05,1.186390e-02
5.470000e+02,7.894577e-04,1.480123e+03,9.245824e-05,1.191693e-02
5.480000e+02,7.921394e-04,1.482925e+03,9.311121e-05,1.197018e-02
5.490000e+02,7.948383e-04,1.485680e+03,9.376912e-05,1.202366e-02
5.500000e+02,7.975539e-04,1.488464e+03,9.443194e-05,1.207736e-02
5.510000e+02,8.002861e-04,1.491320e+03,9.509969e-05,1.213128e-02
5.520000e+02,8.030357e-04,1.494165e+03,9.577249e-05,1.218544e-02
5.530000e+02,8.058035e-04,1.496905e+03,9.645047e-05,1.223982e-02
5.540000e+02,8.085890e-04,1.499645e+03,9.713359e-05,1.229443e-02
5.550000e+02,8.113914e-04,1.502491e+03,9.782180e-05,1.234928e-02
5.560000e+02,8.142116e-04,1.505366e+03,9.851522e-05,1.240435e-02
5.570000e+02,8.170506e-04,1.508145e+03,9.921402e-05,1.245966e-02
5.580000e+02,8.199085e-04,1.510856e+03,9.991822e-05,1.251521e-02
5.590000e+02,8.227844e-04,1.513636e+03,1.006278e-04,1.257099e-02
5.600000e+02,8.256781e-04,1.516533e+03,1.013426e-04,1.262702e-02
5.610000e+02,8.285908e-04,1.519397e+03,1.020630e-04,1.268328e-02
5.620000e+02,8.315239e-04,1.522091e+03,1.027891e-04,1.273979e-02
5.630000e+02,8.344763e-04,1.524789e+03,1.035209e-04,1.279653e-02
5.640000e+02,8.374467e-04,1.527664e+03,1.042581e-04,1.285353e-02
5.650000e+02,8.404364e-04,1.530579e+03,1.050010e-04,1.291077e-02
5.660000e+02,8.434471e-04,1.533349e+03,1.057498e-04,1.296826e-02
5.670000e+02,8.464785e-04,1.536014e+03,1.065046e-04,1.302600e-02
5.680000e+02,8.495295e-04,1.538772e+03,1.072652e-04,1.308399e-02
5.690000e+02,8.525996e-04,1.541702e+03,1.080315e-04,1.314223e-02
5.700000e+02,8.556906e-04,1.544606e+03,1.088039e-04,1.320073e-02
5.710000e+02,8.588042e-04,1.547273e+03,1.095827e-04,1.325948e-02
5.720000e+02,8.619389e-04,1.549931e+03,1.103675e-04,1.331849e-02
5.730000e+02,8.650933e-04,1.552792e+03,1.111584e-04,1.337777e-02
5.740000e+02,8.682687e-04,1.555734e+03,1.119555e-04,1.343730e-02
5.750000e+02,8.714667e-04,1.558539e+03,1.127591e-04,1.349710e-02
5.760000e+02,8.746879e-04,1.561184e+03,1.135692e-04,1.355716e-02
5.770000e+02,8.779309e-04,1.563884e+03,1.143857e-04,1.361749e-02
5.780000e+02,8.811945e-04,1.566813e+03,1.152085e-04,1.367809e-02
5.790000e+02,8.844808e-04,1.569743e+03,1.160380e-04,1.373896e-02
5.800000e+02,8.877916e-04,1.572452e+03,1.168743e-04,1.380010e-02
5.810000e+02,8.911259e-04,1.575099e+03,1.177174e-04,1.386152e-02
5.820000e+02,8.944825e-04,1.577888e+03,1.185672e-04,1.392321e-02
5.830000e+02,8.978617e-04,1.580818e+03,1.194238e-04,1.398518e-02
5.840000e+02,9.012652e-04,1.583692e+03,1.202874e-04,1.404743e-02
5.850000e+02,9.046942e-04,1.586362e+03,1.211582e-04,1.410996e-02
5.860000e+02,9.081476e-04,1.589029e+03,1.220361e-04,1.417278e-02
5.870000e+02,9.116243e-04,1.591885e+03,1.229210e-04,1.423588e-02
5.880000e+02,9.151254e-04,1.594797e+03,1.238132e-04,1.429927e-02
5.890000e+02,9.186525e-04,1.597600e+03,1.247128e-04,1.436295e-02
5.900000e+02,9.222059e-04,1.600279e+03,1.256199e-04,1.442693e-02
5.910000e+02,9.257848e-04,1.602988e+03,1.265345e-04,1.449119e-02
5.920000e+02,9.293884e-04,1.605865e+03,1.274566e-04,1.455576e-02
5.930000e+02,9.330182e-04,1.608750e+03,1.283863e-04,1.462062e-02
5.940000e+02,9.366755e-04,1.611507e+03,1.293239e-04,1.468578e-02
5.950000e+02,9.403601e-04,1.614205e+03,1.302694e-04,1.475124e-02
5.960000e+02,9.440714e-04,1.616963e+03,1.312228e-04,1.481701e-02
5.970000e+02,9.478093e-04,1.619823e+03,1.321840e-04,1.488309e-02
5.980000e+02,9.515751e-04,1.622678e+03,1.331534e-04,1.494947e-02
5.990000e+02,9.553697e-04,1.625415e+03,1.341311e-04,1.501617e-02
6.000000e+02,9.591929e-04,1.628135e+03,1.351172e-04,1.508318e-02
6.010000e+02,9.630442e-04,1.630918e+03,1.361115e-04,1.515051e-02
6.020000e+02,9.669242e-04,1.633755e+03,1.371143e-04,1.521815e-02
6.030000e+02,9.708336e-04,1.636573e+03,1.381257e-04,1.528612e-02
6.040000e+02,9.747733e-04,1.639313e+03,1.391458e-04,1.535441e-02
6.050000e+02,9.787430e-04,1.642047e+03,1.401747e-04,1.542302e-02
6.060000e+02,9.827427e-04,1.644832e+03,1.412124e-04,1.549197e-02
6.070000e+02,9.867728e-04,1.647639e+03,1.422591e-04,1.556124e-02
6.080000e+02,9.908343e-04,1.650423e+03,1.433149e-04,1.563085e-02
6.090000e+02,9.949275e-04,1.653158e+03,1.443799e-04,1.570079e-02
6.100000e+02,9.990525e-04,1.655888e+03,1.454542e-04,1.577108e-02
6.110000e+02,1.003209e-03,1.658649e+03,1.465378e-04,1.584170e-02
6.120000e+02,1.007397e-03,1.661416e+03,1.476309e-04,1.591266e-02
6.130000e+02,1.011620e-03,1.664144e+03,1.487339e-04,1.598398e-02
6.140000e+02,1.015878e-03,1.666838e+03,1.498468e-04,1.605564e-02
6.150000e+02,1.020169e-03,1.669597e+03,1.509696e-04,1.612765e-02
6.160000e+02,1.024491e-03,1.672624e+03,1.521017e-04,1.620002e-02
6.170000e+02,1.028847e-03,1.675668e+03,1.532439e-04,1.627274e-02
6.180000e+02,1.033239e-03,1.678487e+03,1.543965e-04,1.634582e-02
6.190000e+02,1.037668e-03,1.681072e+03,1.555598e-04,1.641927e-02
6.200000e+02,1.042132e-03,1.683665e+03,1.567335e-04,1.649308e-02
6.210000e+02,1.046631e-03,1.686556e+03,1.579174e-04,1.656726e-02
6.220000e+02,1.051166e-03,1.689484e+03,1.591121e-04,1.664182e-02
6.230000e+02,1.055739e-03,1.692288e+03,1.603177e-04,1.671674e-02
6.240000e+02,1.060350e-03,1.694963e+03,1.615344e-04,1.679205e-02
6.250000e+02,1.065000e-03,1.697641e+03,1.627623e-04,1.686773e-02
6.260000e+02,1.069686e-03,1.700465e+03,1.640012e-04,1.694380e-02
6.270000e+02,1.074411e-03,1.703304e+03,1.652515e-04,1.702026e-02
6.280000e+02,1.079176e-03,1.706081e+03,1.665135e-04,1.709710e-02
6.290000e+02,1.083982e-03,1.708790e+03,1.677871e-04,1.717434e-02
6.300000e+02,1.088827e-03,1.711493e+03,1.690726e-04,1.725198e-02
6.310000e+02,1.093712e-03,1.714258e+03,1.703699e-04,1.733002e-02
6.320000e+02,1.098639e-03,1.717028e+03,1.716793e-04,1.740845e-02
6.330000e+02,1.103609e-03,1.719749e+03,1.730013e-04,1.748730e-02
6.340000e+02,1.108623e-03,1.722433e+03,1.743360e-04,1.756656e-02
6.350000e+02,1.113680e-03,1.725176e+03,1.756832e-04,1.764622e-02
6.360000e+02,1.118776e-03,1.728174e+03,1.770426e-04,1.772631e-02
6.370000e+02,1.123916e-03,1.731206e+03,1.784148e-04,1.780682e-02
6.380000e+02,1.129101e-03,1.734074e+03,1.798002e-04,1.788775e-02
6.390000e+02,1.134333e-03,1.736698e+03,1.811992e-04,1.796911e-02
6.400000e+02,1.139611e-03,1.739300e+03,1.826117e-04,1.805090e-02
6.410000e+02,1.144934e-03,1.742097e+03,1.840375e-04,1.813312e-02
6.420000e+02,1.150304e-03,1.744967e+03,1.854770e-04,1.821579e-02
6.430000e+02,1.155721e-03,1.747796e+03,1.869305e-04,1.829889e-02
6.440000e+02,1.161187e-03,1.750503e+03,1.883984e-04,1.838245e-02
6.450000e+02,1.166701e-03,1.753192e+03,1.898805e-04,1.846645e-02
6.460000e+02,1.172264e-03,1.755933e+03,1.913770e-04,1.855091e-02
6.470000e+02,1.177877e-03,1.758708e+03,1.928882e-04,1.863583e-02
6.480000e+02,1.183541e-03,1.761473e+03,1.944144e-04,1.872121e-02
6.490000e+02,1.189259e-03,1.764161e+03,1.959561e-04,1.880706e-02
6.500000e+02,1.195029e-03,1.766873e+03,1.975132e-04,1.889338e-02
6.510000e+02,1.200850e-03,1.769713e+03,1.990854e-04,1.898017e-02
6.520000e+02,1.206722e-03,1.772674e+03,2.006731e-04,1.906744e-02
6.530000e+02,1.212648e-03,1.775609e+03,2.022767e-04,1.915520e-02
6.540000e+02,1.218631e-03,1.778317e+03,2.038968e-04,1.924345e-02
6.550000e+02,1.224670e-03,1.780943e+03,2.055333e-04,1.933219e-02
6.560000e+02,1.230764e-03,1.783598e+03,2.071864e-04,1.942143e-02
6.570000e+02,1.236914e-03,1.786371e+03,2.088559e-04,1.951117e-02
6.580000e+02,1.243122e-03,1.789154e+03,2.105427e-04,1.960141e-02
6.590000e+02,1.249391e-03,1.791848e+03,2.122472e-04,1.969217e-02
6.600000e+02,1.255723e-03,1.794502e+03,2.139697e-04,1.978345e-02
6.610000e+02,1.262114e-03,1.797224e+03,2.157099e-04,1.987525e-02
6.620000e+02,1.268561e-03,1.800249e+03,2.174673e-04,1.996757e-02
6.630000e+02,1.275069e-03,1.803313e+03,2.192428e-04,2.006042e-02
6.640000e+02,1.281640e-03,1.806233e+03,2.210371e-04,2.015381e-02
6.650000e+02,1.288278e-03,1.808888e+03,2.228505e-04,2.024775e-02
6.660000e+02,1.294980e-03,1.811506e+03,2.246831e-04,2.034223e-02
6.670000e+02,1.301747e-03,1.814261e+03,2.265349e-04,2.043726e-02
6.680000e+02,1.308579e-03,1.817117e+03,2.284062e-04,2.053285e-02
6.690000e+02,1.315479e-03,1.819984e+03,2.302975e-04,2.062900e-02
6.700000e+02,1.322448e-03,1.822759e+03,2.322092e-04,2.072572e-02
6.710000e+02,1.329487e-03,1.825519e+03,2.341415e-04,2.082301e-02
6.720000e+02,1.336595e-03,1.828302e+03,2.360943e-04,2.092089e-02
6.730000e+02,1.343771e-03,1.831135e+03,2.380679e-04,2.101935e-02
6.740000e+02,1.351021e-03,1.833941e+03,2.400630e-04,2.111840e-02
6.750000e+02,1.358345e-03,1.836625e+03,2.420801e-04,2.121805e-02
6.760000e+02,1.365746e-03,1.839220e+03,2.441197e-04,2.131830e-02
6.770000e+02,1.373221e-03,1.841823e+03,2.461816e-04,2.141916e-02
6.780000e+02,1.380771e-03,1.844575e+03,2.482658e-04,2.152064e-02
6.790000e+02,1.388398e-03,1.847373e+03,2.503730e-04,2.162274e-02
6.800000e+02,1.396106e-03,1.850147e+03,2.525040e-04,2.172546e-02
6.810000e+02,1.403898e-03,1.852810e+03,2.546596e-04,2.182883e-02
6.820000e+02,1.411771e-03,1.855495e+03,2.568393e-04,2.193283e-02
