case_id,direction_id,source_cutoff,source_ell,metric_frobenius_norm,metric_operator_norm,block_id
FULL_N16_IDENTITY,Y,12,12,0.03961592355517526,0.039310428874075376,sha256:05c329181540358fb71a9f2e1a0647847a5debdb7ff97e129ca98d950accecb9
FULL_N16_IDENTITY,Z,12,7,0.005841443749667164,0.004374010340419672,sha256:fc272c6b0d54edb508342fce99a22d3cc497012cb9e51de06ec44319b48c0379
FULL_N16_IDENTITY,Z,12,8,0.006674200929897004,0.0038267304824310595,sha256:b6bb754b537e3b908bdebd2cd9cdb1c274e2c2912fa2c21b66c4c9fbe77decbc
FULL_N16_IDENTITY,Z,12,9,0.0057182225857173065,0.002907584154784634,sha256:c3d2c15935d97fdd5e0d42c64156db4da0f22121ec7615745cf10dda38ce035d
FULL_N16_IDENTITY,Z,12,10,0.0061016072472913074,0.0033295010460498617,sha256:762a937193d2174d6e0dde32848f800bdafe584a3824b2e3f57a63d1fae4661b
FULL_N16_IDENTITY,Z,12,11,0.007064905050249508,0.003190511227450024,sha256:0224a93f6318fff9233ff02e7183393c58935a29535f2fcf1c4c5614820f59dd
FULL_N16_IDENTITY,Z,12,12,0.010097744458301609,0.005687775239659962,sha256:05c329181540358fb71a9f2e1a0647847a5debdb7ff97e129ca98d950accecb9
FULL_N16_IDENTITY,D111,12,7,0.014768404273910659,0.014469418972056176,sha256:fc272c6b0d54edb508342fce99a22d3cc497012cb9e51de06ec44319b48c0379
FULL_N16_IDENTITY,D111,12,8,0.020542296594801602,0.02015092862356571,sha256:b6bb754b537e3b908bdebd2cd9cdb1c274e2c2912fa2c21b66c4c9fbe77decbc
FULL_N16_IDENTITY,D111,12,9,0.020612147008881886,0.020200053895930683,sha256:c3d2c15935d97fdd5e0d42c64156db4da0f22121ec7615745cf10dda38ce035d
FULL_N16_IDENTITY,D111,12,10,0.02614160174560177,0.02562799157514188,sha256:762a937193d2174d6e0dde32848f800bdafe584a3824b2e3f57a63d1fae4661b
FULL_N16_IDENTITY,D111,12,11,0.025834962393912607,0.02545330291867226,sha256:0224a93f6318fff9233ff02e7183393c58935a29535f2fcf1c4c5614820f59dd
FULL_N16_IDENTITY,D111,12,12,0.03286744712429073,0.03233400438276321,sha256:05c329181540358fb71a9f2e1a0647847a5debdb7ff97e129ca98d950accecb9
FULL_N16_IDENTITY,D1M11,12,7,0.014768404273910647,0.01446941897205616,sha256:fc272c6b0d54edb508342fce99a22d3cc497012cb9e51de06ec44319b48c0379
FULL_N16_IDENTITY,D1M11,12,8,0.020542296594801564,0.020150928623565677,sha256:b6bb754b537e3b908bdebd2cd9cdb1c274e2c2912fa2c21b66c4c9fbe77decbc
FULL_N16_IDENTITY,D1M11,12,9,0.02061214700888183,0.020200053895930648,sha256:c3d2c15935d97fdd5e0d42c64156db4da0f22121ec7615745cf10dda38ce035d
FULL_N16_IDENTITY,D1M11,12,10,0.026141601745601768,0.025627991575141902,sha256:762a937193d2174d6e0dde32848f800bdafe584a3824b2e3f57a63d1fae4661b
FULL_N16_IDENTITY,D1M11,12,11,0.025834962393912572,0.025453302918672236,sha256:0224a93f6318fff9233ff02e7183393c58935a29535f2fcf1c4c5614820f59dd
FULL_N16_IDENTITY,D1M11,12,12,0.0328674471242907,0.03233400438276318,sha256:05c329181540358fb71a9f2e1a0647847a5debdb7ff97e129ca98d950accecb9
FULL_N16_IDENTITY,D11M1,12,7,0.014768404273910692,0.014469418972056211,sha256:fc272c6b0d54edb508342fce99a22d3cc497012cb9e51de06ec44319b48c0379
FULL_N16_IDENTITY,D11M1,12,8,0.020542296594801585,0.020150928623565698,sha256:b6bb754b537e3b908bdebd2cd9cdb1c274e2c2912fa2c21b66c4c9fbe77decbc
FULL_N16_IDENTITY,D11M1,12,9,0.020612147008881837,0.020200053895930638,sha256:c3d2c15935d97fdd5e0d42c64156db4da0f22121ec7615745cf10dda38ce035d
FULL_N16_IDENTITY,D11M1,12,10,0.026141601745601827,0.02562799157514194,sha256:762a937193d2174d6e0dde32848f800bdafe584a3824b2e3f57a63d1fae4661b
FULL_N16_IDENTITY,D11M1,12,11,0.025834962393912586,0.025453302918672253,sha256:0224a93f6318fff9233ff02e7183393c58935a29535f2fcf1c4c5614820f59dd
FULL_N16_IDENTITY,D11M1,12,12,0.032867447124290766,0.03233400438276326,sha256:05c329181540358fb71a9f2e1a0647847a5debdb7ff97e129ca98d950accecb9
REFERENCE_N16_GAUSSIAN,X,12,7,142.19235770469598,134.84433289162646,sha256:e73f92040f5fcf7c99ea9c13621a8dab42fac904009e90d290d2f84ea23c11fe
REFERENCE_N16_GAUSSIAN,X,12,8,107.8521197323066,101.7885773578359,sha256:413684005be489e80effea3057be795077cb2a74a38ac7b2d9426fbd1d198b5b
REFERENCE_N16_GAUSSIAN,X,12,9,46.320611627219805,45.38117244583075,sha256:1790f067ae0cb0335275da3144f4bbbac6815c5762e1d95f1d36baef01a0674f
REFERENCE_N16_GAUSSIAN,X,12,10,31.286679871050193,26.141394069521102,sha256:64256650b247fc67d7becb97efd43d68ab17346dcd18e32ee11fa2859d960cee
REFERENCE_N16_GAUSSIAN,X,12,11,41.205400376416094,40.612884396508726,sha256:202fdc87ff3e182982207f4023fbe9b603704e820516142a2506ff3abc6a68f4
REFERENCE_N16_GAUSSIAN,X,12,12,18.66197913792273,14.964464320841138,sha256:f68af3d72069f00d18364e55bb07c9944b3e859af691f01367af7b8a7c0db64e
REFERENCE_N16_GAUSSIAN,Y,12,7,142.1923577046994,134.84433289162956,sha256:e73f92040f5fcf7c99ea9c13621a8dab42fac904009e90d290d2f84ea23c11fe
REFERENCE_N16_GAUSSIAN,Y,12,8,107.85211973230625,101.78857735783514,sha256:413684005be489e80effea3057be795077cb2a74a38ac7b2d9426fbd1d198b5b
REFERENCE_N16_GAUSSIAN,Y,12,9,46.32061162722302,45.381172445833975,sha256:1790f067ae0cb0335275da3144f4bbbac6815c5762e1d95f1d36baef01a0674f
REFERENCE_N16_GAUSSIAN,Y,12,10,31.28667987105327,26.141394069524434,sha256:64256650b247fc67d7becb97efd43d68ab17346dcd18e32ee11fa2859d960cee
REFERENCE_N16_GAUSSIAN,Y,12,11,41.20540037641383,40.61288439650632,sha256:202fdc87ff3e182982207f4023fbe9b603704e820516142a2506ff3abc6a68f4
REFERENCE_N16_GAUSSIAN,Y,12,12,18.66197913791804,14.964464320834862,sha256:f68af3d72069f00d18364e55bb07c9944b3e859af691f01367af7b8a7c0db64e
REFERENCE_N16_GAUSSIAN,Z,12,7,50.02082218080372,28.376127058438602,sha256:e73f92040f5fcf7c99ea9c13621a8dab42fac904009e90d290d2f84ea23c11fe
REFERENCE_N16_GAUSSIAN,Z,12,8,296.6169140594675,274.87479478455117,sha256:413684005be489e80effea3057be795077cb2a74a38ac7b2d9426fbd1d198b5b
REFERENCE_N16_GAUSSIAN,Z,12,9,192.18792428394042,191.18716840905284,sha256:1790f067ae0cb0335275da3144f4bbbac6815c5762e1d95f1d36baef01a0674f
REFERENCE_N16_GAUSSIAN,Z,12,10,145.19838884813976,133.23620253614786,sha256:64256650b247fc67d7becb97efd43d68ab17346dcd18e32ee11fa2859d960cee
REFERENCE_N16_GAUSSIAN,Z,12,11,98.00899493256271,97.71986907196778,sha256:202fdc87ff3e182982207f4023fbe9b603704e820516142a2506ff3abc6a68f4
REFERENCE_N16_GAUSSIAN,Z,12,12,98.4256366678715,94.84972272162571,sha256:f68af3d72069f00d18364e55bb07c9944b3e859af691f01367af7b8a7c0db64e
REFERENCE_N16_GAUSSIAN,D111,12,7,119.6375301078006,112.36549324713832,sha256:e73f92040f5fcf7c99ea9c13621a8dab42fac904009e90d290d2f84ea23c11fe
REFERENCE_N16_GAUSSIAN,D111,12,8,192.5666578682685,179.35433828015564,sha256:413684005be489e80effea3057be795077cb2a74a38ac7b2d9426fbd1d198b5b
REFERENCE_N16_GAUSSIAN,D111,12,9,117.22826218338537,116.44904486053542,sha256:1790f067ae0cb0335275da3144f4bbbac6815c5762e1d95f1d36baef01a0674f
REFERENCE_N16_GAUSSIAN,D111,12,10,87.63615083362743,79.81529692157186,sha256:64256650b247fc67d7becb97efd43d68ab17346dcd18e32ee11fa2859d960cee
REFERENCE_N16_GAUSSIAN,D111,12,11,65.83194039383558,65.56846659578251,sha256:202fdc87ff3e182982207f4023fbe9b603704e820516142a2506ff3abc6a68f4
REFERENCE_N16_GAUSSIAN,D111,12,12,58.83350769803534,56.17757714303861,sha256:f68af3d72069f00d18364e55bb07c9944b3e859af691f01367af7b8a7c0db64e
REFERENCE_N16_GAUSSIAN,D1M11,12,7,119.63753010779998,112.36549324713772,sha256:e73f92040f5fcf7c99ea9c13621a8dab42fac904009e90d290d2f84ea23c11fe
REFERENCE_N16_GAUSSIAN,D1M11,12,8,192.56665786826838,179.35433828015547,sha256:413684005be489e80effea3057be795077cb2a74a38ac7b2d9426fbd1d198b5b
REFERENCE_N16_GAUSSIAN,D1M11,12,9,117.22826218338511,116.4490448605352,sha256:1790f067ae0cb0335275da3144f4bbbac6815c5762e1d95f1d36baef01a0674f
REFERENCE_N16_GAUSSIAN,D1M11,12,10,87.63615083362751,79.81529692157194,sha256:64256650b247fc67d7becb97efd43d68ab17346dcd18e32ee11fa2859d960cee
REFERENCE_N16_GAUSSIAN,D1M11,12,11,65.83194039383572,65.56846659578265,sha256:202fdc87ff3e182982207f4023fbe9b603704e820516142a2506ff3abc6a68f4
REFERENCE_N16_GAUSSIAN,D1M11,12,12,58.83350769803479,56.17757714303801,sha256:f68af3d72069f00d18364e55bb07c9944b3e859af691f01367af7b8a7c0db64e
REFERENCE_N16_GAUSSIAN,D11M1,12,7,119.63753010780177,112.36549324713974,sha256:e73f92040f5fcf7c99ea9c13621a8dab42fac904009e90d290d2f84ea23c11fe
REFERENCE_N16_GAUSSIAN,D11M1,12,8,192.56665786826983,179.35433828015712,sha256:413684005be489e80effea3057be795077cb2a74a38ac7b2d9426fbd1d198b5b
REFERENCE_N16_GAUSSIAN,D11M1,12,9,117.22826218338462,116.44904486053464,sha256:1790f067ae0cb0335275da3144f4bbbac6815c5762e1d95f1d36baef01a0674f
REFERENCE_N16_GAUSSIAN,D11M1,12,10,87.6361508336277,79.81529692157214,sha256:64256650b247fc67d7becb97efd43d68ab17346dcd18e32ee11fa2859d960cee
REFERENCE_N16_GAUSSIAN,D11M1,12,11,65.83194039383481,65.56846659578176,sha256:202fdc87ff3e182982207f4023fbe9b603704e820516142a2506ff3abc6a68f4
REFERENCE_N16_GAUSSIAN,D11M1,12,12,58.83350769803451,56.177577143037695,sha256:f68af3d72069f00d18364e55bb07c9944b3e859af691f01367af7b8a7c0db64e
