id,source_id,path,operation,status,detail
1f8a352c9bd4097a9e1a66839ba16b11,external_b325ef8edc49,src/python/clik_disjoin.py,extract,parse_error,"{""content_sha256"":""351ed431578f8b0206d5c6fee678c53807298f3b0c3b1812bd8eeec91cd491dc"",""limitations"":[""SyntaxError: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 12)"",""Python AST failed; lexical declarations retained""]}"
3e34249063371d2a9559e564217f1107,external_b325ef8edc49,src/python/clik_example_py.py,extract,parse_error,"{""content_sha256"":""9e8127134c8d8c8c28db87e01b4297a5400e3c7b0ff9ed7ef2a1033172e924cf"",""limitations"":[""SyntaxError: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 20)"",""Python AST failed; lexical declarations retained""]}"
85e69d6e776ac60a9d7e2fc0d9b6d7f5,external_b325ef8edc49,src/python/clik_extract_external.py,extract,parse_error,"{""content_sha256"":""63bc00567bd2c4a2687c864f3de4b113993abc94818b16e60b6e1f62c5b43540"",""limitations"":[""SyntaxError: multiple exception types must be parenthesized (<unknown>, line 38)"",""Python AST failed; lexical declarations retained""]}"
b70becbb3a8e249e46a8d053ca4800bf,external_b325ef8edc49,src/python/clik_join.py,extract,parse_error,"{""content_sha256"":""41b1b7ecaf9ae8224fbe41431e93f86e6092d385c51d4511b61791abcc3afd98"",""limitations"":[""SyntaxError: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 13)"",""Python AST failed; lexical declarations retained""]}"
9a61b906054bbc0bb49e88b2dd888f45,external_b325ef8edc49,src/python/clik_print.py,extract,parse_error,"{""content_sha256"":""443cc35041a5c9e3a69a5182196d5d9b1c9de44fb9867f7f0eb91e616d944386"",""limitations"":[""SyntaxError: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 11)"",""Python AST failed; lexical declarations retained""]}"
21dd9e573e5dcb4df39381d2f8e10048,external_b325ef8edc49,src/python/clik_smica_change_criterion.py,extract,parse_error,"{""content_sha256"":""a617c05a7bec066a6ea288216bac2a8feca5a18bce8fd04c8973a0e4359874c3"",""limitations"":[""SyntaxError: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 31)"",""Python AST failed; lexical declarations retained""]}"
914f4f0eb29430e1a5d46d5d236e58ad,external_b325ef8edc49,src/python/clik_smica_changelmax.py,extract,parse_error,"{""content_sha256"":""4db42f693555e304728600360618bf056de0141ff8028d60c94ca24fbe82ea1e"",""limitations"":[""SyntaxError: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 35)"",""Python AST failed; lexical declarations retained""]}"
23f6be50b8934b85f2356ae557d8e576,external_b325ef8edc49,src/python/create_lowl_problem.py,extract,parse_error,"{""content_sha256"":""1652501267e815995ce16a09971d27720819b1097b1d3bb0f2a7415ac61642b4"",""limitations"":[""SyntaxError: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 42)"",""Python AST failed; lexical declarations retained""]}"
ea0b865a6dc4be19f163b0e22dababbf,external_b325ef8edc49,src/python/prepare_CAMspec.py,extract,parse_error,"{""content_sha256"":""7da5df7e9f9d7f606d98086bb85e416af0a5cce5e2c48d2128d7c62584e960e5"",""limitations"":[""SyntaxError: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 153)"",""Python AST failed; lexical declarations retained""]}"
c40efeb449827aabfb02f9b387280b90,external_b325ef8edc49,src/python/prepare_actspt.py,extract,parse_error,"{""content_sha256"":""45f02e524c028a8b916a3a7099c4db8ef134a718101ae4619733a80ef508dac2"",""limitations"":[""SyntaxError: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 43)"",""Python AST failed; lexical declarations retained""]}"
008913e68b07c6c057be74180598e751,external_b325ef8edc49,src/python/prepare_bflike.py,extract,parse_error,"{""content_sha256"":""5463a4cd345e00c523c74822990d251e35f0d3e51992d46e99f93fa4efa74c2b"",""limitations"":[""SyntaxError: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 21)"",""Python AST failed; lexical declarations retained""]}"
ca8781bdfe9878a3a0c4a23921535500,external_b325ef8edc49,src/python/prepare_bicep.py,extract,parse_error,"{""content_sha256"":""8dba04c9cdc43b22f5ff0a8e660bbc96e0c54b65982dc1b6a5a3ad5cbaadfa55"",""limitations"":[""SyntaxError: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 26)"",""Python AST failed; lexical declarations retained""]}"
5c821dc1190b590ccc6a1971af1ea2de,external_b325ef8edc49,src/python/prepare_bopix.py,extract,parse_error,"{""content_sha256"":""5af58bd2f5f47e8436f8e0e5d8aceea452ef6d8f1a944876262f3dcc04fd64f4"",""limitations"":[""SyntaxError: Missing parentheses in call to 'print'. Did you mean print(...)? (<unknown>, line 83)"",""Python AST failed; lexical declarations retained""]}"
